Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
20,"Lawrence, Olive",FR-1,Middlebury,12.58,PLNU Invitational,"Mar 25, 2023",3.4,100 Meters,DIII New England Outdoor Performance List,Women
21,"Rusch, Scarlet",SR-4,Williams,12.60,Amherst College Spring Fling,"Apr 8, 2023",0.4,100 Meters,DIII New England Outdoor Performance List,Women
22,"Moroney, Paige",JR-3,Westfield State,12.61,Wesleyan Swanson Invite,"Mar 26, 2023",3.1,100 Meters,DIII New England Outdoor Performance List,Women
23,"Wyse, Schyler",JR-3,Wheaton (Mass.),12.62,Black & Gold Invitational,"Mar 31, 2023",0.3,100 Meters,DIII New England Outdoor Performance List,Women
24,"Kaiden, Eva",SR-4,Middlebury,12.63,Ross and Sharon Irwin meet,"Mar 18, 2023",1.5,100 Meters,DIII New England Outdoor Performance List,Women
24,"Arthur, Rachel",SO-2,Williams,12.63,PLNU Invitational,"Mar 25, 2023",2.3,100 Meters,DIII New England Outdoor Performance List,Women
26,"Brown, Stephanie",JR-3,Springfield,12.64,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,100 Meters,DIII New England Outdoor Performance List,Women
26,"Evans, Vivienne",JR-3,WPI,12.64,UMASS Commonwealth Invitational,"Apr 15, 2023",0.1,100 Meters,DIII New England Outdoor Performance List,Women
26,"Franck, Lottie",SR-4,Colby,12.64,Emory Spring Break Classic 2023,"Mar 17, 2023",2.1,100 Meters,DIII New England Outdoor Performance List,Women
29,"Gould, Catriona",JR-3,Southern Maine,12.66,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",0.7,100 Meters,DIII New England Outdoor Performance List,Women
30,"Burhans, Augusta Claire",SR-4,Wesleyan,12.68,Amherst College Spring Fling,"Apr 8, 2023",0.4,100 Meters,DIII New England Outdoor Performance List,Women
31,"Comeau, Athena",JR-3,Plymouth State,12.70,Jonathan Tymann Invitational,"Apr 8, 2023",1.9,100 Meters,DIII New England Outdoor Performance List,Women
31,"Louie, Michelle",JR-3,Middlebury,12.70,Ross and Sharon Irwin meet,"Mar 18, 2023",1.0,100 Meters,DIII New England Outdoor Performance List,Women
33,"Wilkes, Robyn",FR-1,Babson,12.72,CGA Spring Invite,"Apr 8, 2023",3.8,100 Meters,DIII New England Outdoor Performance List,Women
34,"DelMaestro, Bianca",SR-4,Endicott,12.73,Jonathan Tymann Invitational,"Apr 8, 2023",1.9,100 Meters,DIII New England Outdoor Performance List,Women
35,"Sydnor, Teghan",FR-1,Tufts,12.76,Ross and Sharon Irwin meet,"Mar 18, 2023",-0.4,100 Meters,DIII New England Outdoor Performance List,Women
36,"Chou, Kristen",SR-4,Williams,12.79,PLNU Invitational,"Mar 25, 2023",2.3,100 Meters,DIII New England Outdoor Performance List,Women
37,"Bruno, Katie",FR-1,Middlebury,12.80,PLNU Invitational,"Mar 25, 2023",2.3,100 Meters,DIII New England Outdoor Performance List,Women
1,"Botsford, Luke",JR-3,Tufts,21.28,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",0.3,200 Meters,DIII New England Outdoor Performance List,Men
2,"Doss , Steven",FR-1,RIC,21.42,Black & Gold Invitational,"Mar 31, 2023",0.6,200 Meters,DIII New England Outdoor Performance List,Men
3,"Newman, Oscar",SO-2,Williams,21.63,PLNU Invitational,"Mar 25, 2023",1.3,200 Meters,DIII New England Outdoor Performance List,Men
4,"Bennett, David",SO-2,UMass Dartmouth,21.73,CGA Spring Invite,"Apr 8, 2023",2.7,200 Meters,DIII New England Outdoor Performance List,Men
5,"Olson, Ajay",SR-4,Bowdoin,21.75,2023 Carla Coffey Invitational,"Apr 14, 2023",-1.4,200 Meters,DIII New England Outdoor Performance List,Men
6,"Davis, Jack",JR-3,Williams,21.87,PLNU Invitational,"Mar 25, 2023",1.5,200 Meters,DIII New England Outdoor Performance List,Men
7,"Lemieux, Alex",SR-4,Tufts,21.89,PLNU Invitational,"Mar 25, 2023",1.3,200 Meters,DIII New England Outdoor Performance List,Men
8,"Castanon, Aidan",FR-1,Middlebury,21.92,PLNU Invitational,"Mar 25, 2023",1.5,200 Meters,DIII New England Outdoor Performance List,Men
9,"Zanze, Ren",SO-2,Colby,21.98,UCONN Northeast Challenge,"Apr 14, 2023",1.3,200 Meters,DIII New England Outdoor Performance List,Men
10,"Scott, Michael",SO-2,Springfield,21.99,Springfield College Classic,"Apr 8, 2023",2.0,200 Meters,DIII New England Outdoor Performance List,Men
10,"Bazile, Flordan",FR-1,UMass Dartmouth,21.99,Jerry Gravel Classic,"Apr 15, 2023",-1.3,200 Meters,DIII New England Outdoor Performance List,Men
12,"Weber, Evan",JR-3,Springfield,22.02,Springfield College Classic,"Apr 8, 2023",2.0,200 Meters,DIII New England Outdoor Performance List,Men
13,"Koe, Ian",JR-3,MIT,22.03,UCONN Northeast Challenge,"Apr 14, 2023",1.3,200 Meters,DIII New England Outdoor Performance List,Men
14,"Regan, Seth",JR-3,Springfield,22.04,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.7,200 Meters,DIII New England Outdoor Performance List,Men
15,"Martel, Peter",SO-2,Colby,22.06,Emory Thrills in the Hills 2023,"Mar 24, 2023",2.6,200 Meters,DIII New England Outdoor Performance List,Men
15,"Clement, Nolan",FR-1,MIT,22.06,UCONN Northeast Challenge,"Apr 14, 2023",1.4,200 Meters,DIII New England Outdoor Performance List,Men
17,"Harrison, Jordan",FR-1,Amherst,22.14,Amherst College Spring Fling,"Apr 8, 2023",2.2,200 Meters,DIII New England Outdoor Performance List,Men
18,"Davis, Jackson",SO-2,Williams,22.15,2023 Carla Coffey Invitational,"Apr 14, 2023",-1.4,200 Meters,DIII New England Outdoor Performance List,Men
19,"Turner, Noah",SO-2,Tufts,22.16,Ross and Sharon Irwin meet,"Mar 18, 2023",1.9,200 Meters,DIII New England Outdoor Performance List,Men
20,"Pierce, Cody",FR-1,Amherst,22.18,Amherst College Spring Fling,"Apr 8, 2023",2.2,200 Meters,DIII New England Outdoor Performance List,Men
21,"Cooper, Bryce",FR-1,Williams,22.23,2023 Carla Coffey Invitational,"Apr 14, 2023",-1.4,200 Meters,DIII New England Outdoor Performance List,Men
22,"Stakun-Pickering, Colby",SR-4,Bates,22.25,Bates College Quad Meet,"Apr 1, 2023",1.0,200 Meters,DIII New England Outdoor Performance List,Men
22,"Whitmore, Garrett",JR-3,MIT,22.25,Amherst College Spring Fling,"Apr 8, 2023",1.5,200 Meters,DIII New England Outdoor Performance List,Men
24,"Guobadia, Mozi",SR-4,MIT,22.33,UCONN Northeast Challenge,"Apr 14, 2023",1.4,200 Meters,DIII New England Outdoor Performance List,Men
25,"Czerwinski, Thomas",SR-4,Springfield,22.34,Springfield College Classic,"Apr 8, 2023",2.0,200 Meters,DIII New England Outdoor Performance List,Men
26,"Klein, Sam",FR-1,Eastern Conn. St.,22.39,CGA Spring Invite,"Apr 8, 2023",2.7,200 Meters,DIII New England Outdoor Performance List,Men
26,"Yasuda, Kaito",JR-3,Eastern Conn. St.,22.39,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.7,200 Meters,DIII New England Outdoor Performance List,Men
28,"Kadambi, Raghav",JR-3,Colby,22.45,UCONN Northeast Challenge,"Apr 14, 2023",1.3,200 Meters,DIII New England Outdoor Performance List,Men
29,"Childs, Anthony",SR-4,Mass. Maritime,22.46,Regis Spring Classic - 2023,"Apr 6, 2023",0.8,200 Meters,DIII New England Outdoor Performance List,Men
30,"Phongsa, Eric",SO-2,Eastern Conn. St.,22.48,CGA Spring Invite,"Apr 8, 2023",2.7,200 Meters,DIII New England Outdoor Performance List,Men
31,"Casebolt, Conrad",FR-1,MIT,22.49,Amherst College Spring Fling,"Apr 8, 2023",2.2,200 Meters,DIII New England Outdoor Performance List,Men
32,"Peterson, Kelvin",SO-2,Wheaton (Mass.),22.50,Alan Connie Shamrock Invitational,"Mar 16, 2023",-0.2,200 Meters,DIII New England Outdoor Performance List,Men
33,"Abukar, Abdirizak",FR-1,St. Joseph's (Me.),22.51,Monks Track & Field,"Apr 14, 2023",0.5,200 Meters,DIII New England Outdoor Performance List,Men
33,"Matias, Mason",SR-4,Bridgewater St.,22.51,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,200 Meters,DIII New England Outdoor Performance List,Men
35,"Grace, Antoine",SR-4,Southern Maine,22.52,Penmen Relays,"Apr 15, 2023",1.7,200 Meters,DIII New England Outdoor Performance List,Men
36,"McKenna, Nolan",SO-2,Trinity (Conn.),22.53,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.7,200 Meters,DIII New England Outdoor Performance List,Men
37,"Nissen, Sam",FR-1,Tufts,22.55,Ross and Sharon Irwin meet,"Mar 18, 2023",1.5,200 Meters,DIII New England Outdoor Performance List,Men
1,"Benjamin, Kianne",JR-3,Bowdoin,24.68,2023 Carla Coffey Invitational,"Apr 14, 2023",-3.0,200 Meters,DIII New England Outdoor Performance List,Women
2,"Devanny, Grace",SR-4,Wesleyan,24.93,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.7,200 Meters,DIII New England Outdoor Performance List,Women
3,"Tan, Kiara",SR-4,Williams,25.00,PLNU Invitational,"Mar 25, 2023",0.9,200 Meters,DIII New England Outdoor Performance List,Women
4,"Mejico, Fiona",SO-2,Colby,25.14,UCONN Northeast Challenge,"Apr 14, 2023",2.5,200 Meters,DIII New England Outdoor Performance List,Women
5,"Escalera, Jailene",SR-4,Bridgewater St.,25.29,Springfield College Classic,"Apr 8, 2023",2.0,200 Meters,DIII New England Outdoor Performance List,Women
6,"Lindsey, Malissa",SR-4,Connecticut College,25.31,CGA Spring Invite,"Apr 8, 2023",0.9,200 Meters,DIII New England Outdoor Performance List,Women
7,"Wyse, Schyler",FR-1,Wheaton (Mass.),25.52,Alan Connie Shamrock Invitational,"Mar 16, 2023",-0.1,200 Meters,DIII New England Outdoor Performance List,Women
7,"White, Melissa",FR-1,Middlebury,25.52,Ross and Sharon Irwin meet,"Mar 18, 2023",0.4,200 Meters,DIII New England Outdoor Performance List,Women
9,"Keleher, Ashley",JR-3,Colby-Sawyer,25.55,Springfield College Classic,"Apr 8, 2023",2.0,200 Meters,DIII New England Outdoor Performance List,Women
9,"Fackrell, Sydney",SR-4,Springfield,25.55,AIC Yellowjacket Invitational,"Apr 1, 2023",-0.1,200 Meters,DIII New England Outdoor Performance List,Women
11,"Louie, Michelle",JR-3,Middlebury,25.63,Ross and Sharon Irwin meet,"Mar 18, 2023",1.7,200 Meters,DIII New England Outdoor Performance List,Women
12,"Rusch, Scarlet",SR-4,Williams,25.71,2023 Carla Coffey Invitational,"Apr 14, 2023",-3.0,200 Meters,DIII New England Outdoor Performance List,Women
13,"Kaiden, Eva",SR-4,Middlebury,25.79,Ross and Sharon Irwin meet,"Mar 18, 2023",0.4,200 Meters,DIII New England Outdoor Performance List,Women
14,"Kalyan, Shreya",FR-1,MIT,25.86,Amherst College Spring Fling,"Apr 8, 2023",1.9,200 Meters,DIII New England Outdoor Performance List,Women
15,"Harris, Gabby",SR-4,Wesleyan,25.93,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.2,200 Meters,DIII New England Outdoor Performance List,Women
16,"Andersen, Gwendolyn",JR-3,Springfield,26.02,AIC Yellowjacket Invitational,"Apr 1, 2023",-0.1,200 Meters,DIII New England Outdoor Performance List,Women
17,"Young, Janiah",FR-1,Southern Maine,26.06,Penmen Relays,"Apr 15, 2023",1.0,200 Meters,DIII New England Outdoor Performance List,Women
18,"Walden, Amanda",SO-2,Suffolk,26.07,2023 Colonial Relays,"Mar 30, 2023",1.3,200 Meters,DIII New England Outdoor Performance List,Women
19,"Sydnor, Teghan",FR-1,Tufts,26.10,Ross and Sharon Irwin meet,"Mar 18, 2023",1.3,200 Meters,DIII New England Outdoor Performance List,Women
20,"Barns, Cady",SR-4,Middlebury,26.12,Ross and Sharon Irwin meet,"Mar 18, 2023",0.6,200 Meters,DIII New England Outdoor Performance List,Women
21,"Cockerham, Alice",SR-4,Bates,26.13,UMASS Commonwealth Invitational,"Apr 15, 2023",-0.9,200 Meters,DIII New England Outdoor Performance List,Women
21,"Rubio, Emily",FR-1,Middlebury,26.13,PLNU Invitational,"Mar 25, 2023",0.9,200 Meters,DIII New England Outdoor Performance List,Women
23,"Abrantes, Kiara",SO-2,Bridgewater St.,26.15,Springfield College Classic,"Apr 8, 2023",2.0,200 Meters,DIII New England Outdoor Performance List,Women
23,"Klein, Malia",SO-2,Williams,26.15,PLNU Invitational,"Mar 25, 2023",1.5,200 Meters,DIII New England Outdoor Performance List,Women
25,"Goodwin, Amaris",SO-2,Gordon,26.17,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.2,200 Meters,DIII New England Outdoor Performance List,Women
1,"Botsford, Luke",JR-3,Tufts,47.94,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
2,"DeBaugh, Jack",FR-1,MIT,47.96,UCONN Northeast Challenge,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
3,"Christie, Markus",FR-1,Colby,48.88,UCONN Northeast Challenge,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
4,"Zanze, Ren",SO-2,Colby,48.92,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
5,"Davis, Jackson",SO-2,Williams,48.95,PLNU Invitational,"Mar 25, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
6,"Turner, Noah",SO-2,Tufts,48.98,PLNU Invitational,"Mar 25, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
7,"Bennett, David",SO-2,UMass Dartmouth,49.25,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
8,"Griffin, Robert",SR-4,Bates,49.39,UMASS Commonwealth Invitational,"Apr 15, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
9,"Pierce, Cody",FR-1,Amherst,49.41,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
10,"Cooper, Bryce",FR-1,Williams,49.68,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
11,"Hatcher, Jyaire",JR-3,Plymouth State,49.73,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
12,"O'Hara, Jack",SO-2,Amherst,49.80,Amherst College Spring Fling,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
13,"Forde, Ethan",SO-2,Tufts,49.90,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
14,"Backert, Joshua",JR-3,Gordon,49.92,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
15,"Ackley, Peter",SR-4,Bates,49.96,UMASS Commonwealth Invitational,"Apr 15, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
16,"Kadambi, Raghav",JR-3,Colby,50.11,UCONN Northeast Challenge,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
17,"Lemieux, Alex",SR-4,Tufts,50.20,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
18,"Casebolt, Conrad",FR-1,MIT,50.27,UCONN Northeast Challenge,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
19,"Childs, Anthony",SR-4,Mass. Maritime,50.29,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
20,"Joyce, Jared",JR-3,Bowdoin,50.30,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
21,"Breen, Colin",JR-3,Middlebury,50.36,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
22,"Coelho, Jackson",FR-1,Colby,50.38,UCONN Northeast Challenge,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
23,"Nayte , Mahari",SO-2,RIC,50.57,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
23,"Wilson, Sawyer",SR-4,Tufts,50.57,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
25,"Schaefer, Evan",SR-4,MIT,50.58,UCONN Northeast Challenge,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
25,"Hayes, Luke",SR-4,Middlebury,50.58,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
27,"Davis, Jack",JR-3,Williams,50.61,Amherst College Spring Fling,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
28,"McKenna, Nolan",SO-2,Trinity (Conn.),50.66,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
29,"O'Hara, Liam",FR-1,Tufts,50.76,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
30,"Chastain, Luke",SR-4,Springfield,50.81,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
31,"Czerwinski, Thomas",SR-4,Springfield,50.86,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
32,"McLeod, Cameron",FR-1,Tufts,50.88,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
33,"Melo, Arcel",FR-1,Colby,50.95,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
34,"Dreher, Jai",SO-2,Amherst,50.98,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
34,"Bill, Cory",SR-4,Eastern Conn. St.,50.98,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Men
1,"Mejico, Fiona",SO-2,Colby,56.43,UCONN Northeast Challenge,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
2,"Benjamin, Kianne",JR-3,Bowdoin,57.10,Bates College Quad Meet,"Apr 1, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
3,"Miller, Marina",SO-2,MIT,57.45,Amherst College Spring Fling,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
4,"O'Flaherty , Cianna",SR-4,Bowdoin,57.73,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
5,"Rusch, Scarlet",SR-4,Williams,57.81,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
6,"Taylor, Camryn",SR-4,Williams,58.06,Amherst College Spring Fling,"Apr 8, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
7,"Keleher, Ashley",JR-3,Colby-Sawyer,58.08,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
8,"Louie, Michelle",JR-3,Middlebury,58.55,PLNU Invitational,"Mar 25, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
9,"Eifrig, Casie",SO-2,Amherst,58.70,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
10,"Page, Katherine",SR-4,Bowdoin,58.75,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,DIII New England Outdoor Performance List,Women
