Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
8,"Goodwin, Payton",JR-3,Husson,27.75,Springfield College Classic,"Apr 8, 2023",0.3,200 Meters,North Atlantic Conference Outdoor Performance List,Women
9,"Jones, Aniya",FR-1,SUNY Delhi,27.79,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.5,200 Meters,North Atlantic Conference Outdoor Performance List,Women
10,"Wentworth, Charlotte",SO-2,Maine-Farmington,28.26,Wesleyan Swanson Invite,"Mar 26, 2023",3.8,200 Meters,North Atlantic Conference Outdoor Performance List,Women
1,"Jeffes, Josh",SO-2,SUNY Delhi,47.57,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
2,"Castro, Lorenzo",SO-2,SUNY Delhi,50.56,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
3,"Foote, Charles",FR-1,SUNY Cobleskill,51.31,Cortland Upstate Alternative,"Apr 15, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
3,"DeCourt, Conner",SO-2,Husson,51.31,Monks Track & Field,"Apr 14, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
5,"Ramos, Jacob",FR-1,Husson,53.07,Monks Track & Field,"Apr 14, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
6,"Castaldo, Justin",JR-3,Maine-Farmington,53.64,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
7,"Schieferstein , Richard",FR-1,NVU-Johnson,54.48,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
8,"Reeve, Seamus",SO-2,Maine-Farmington,54.52,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
9,"Grierson, Stephen",SO-2,Maine-Presque Isle,54.57,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
10,"Race, Lewis",SR-4,SUNY Delhi,54.62,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Men
1,"Richards, Sabrina",SR-4,SUNY Delhi,1:00.24,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
2,"Rodi, Zoe",FR-1,SUNY Delhi,1:00.71,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
3,"Goodwin, Payton",JR-3,Husson,1:01.05,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
4,"Wentworth, Charlotte",SO-2,Maine-Farmington,1:02.98,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
5,"Laslie, Addison",FR-1,Husson,1:04.87,Monks Track & Field,"Apr 14, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
6,"Hubbard, Madalynn",FR-1,Husson,1:05.23,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
7,"Garvey, Norah",JR-3,Husson,1:05.42,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
8,"Wooster, Kali",FR-1,NVU-Johnson,1:05.74,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
9,"Osborne, Katelyn",SO-2,Maine-Presque Isle,1:05.98,Monks Track & Field,"Apr 14, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
10,"Albraihi, Zainab",FR-1,Thomas College,1:06.66,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,400 Meters,North Atlantic Conference Outdoor Performance List,Women
1,"Hooper, Jarrod",SR-4,Thomas College,1:55.81,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
2,"Logan, Nick",JR-3,SUNY Cobleskill,2:01.05,Cortland Red Dragon Open,"Apr 8, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
3,"Ramos, Jacob",FR-1,Husson,2:02.20,AIC Yellowjacket Invitational,"Apr 1, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
4,"Lees, Sam",SO-2,SUNY Delhi,2:04.50,Cortland Upstate Alternative,"Apr 15, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
5,"Dufort, Covy",JR-3,Maine-Farmington,2:04.60,Monks Track & Field,"Apr 14, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
6,"Grierson, Stephen",SO-2,Maine-Presque Isle,2:05.07,Monks Track & Field,"Apr 14, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
7,"McQuarrie, Owen",JR-3,Thomas College,2:05.41,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
8,"Race, Lewis",SR-4,SUNY Delhi,2:05.71,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
9,"Losacco, Erik",SO-2,Husson,2:05.94,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
10,"Cutting, Aidan",SR-4,SUNY Delhi,2:06.48,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Men
1,"Goodwin, Payton",JR-3,Husson,2:24.24,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
2,"Wentworth, Charlotte",SO-2,Maine-Farmington,2:29.31,Monks Track & Field,"Apr 14, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
3,"Osborne, Katelyn",SO-2,Maine-Presque Isle,2:33.33,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
4,"Dunton, Miranda",SO-2,Husson,2:34.31,Springfield College Classic,"Apr 8, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
5,"Oreglio, Kailyn",SO-2,SUNY Delhi,2:37.62,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
6,"Bedore, Grace",FR-1,Husson,2:42.09,Springfield College Classic,"Apr 8, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
7,"Ledermann , Kathrine",JR-3,SUNY Cobleskill,2:43.89,Cortland Red Dragon Open,"Apr 8, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
8,"Swyers	, Jenna",FR-1,SUNY Cobleskill,2:44.50,Cortland Upstate Alternative,"Apr 15, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
9,"Poteet, Eve",FR-1,Maine-Farmington,2:49.86,Monks Track & Field,"Apr 14, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
10,"Ireland, Rebekah",FR-1,Thomas College,2:49.88,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,800 Meters,North Atlantic Conference Outdoor Performance List,Women
1,"Hooper, Jarrod",SR-4,Thomas College,3:59.71,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
2,"Cutting, Aidan",SR-4,SUNY Delhi,"4:00.69
(1)",Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
3,"Logan, Nick",JR-3,SUNY Cobleskill,4:03.83,Cortland Red Dragon Open,"Apr 8, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
4,"Amenta, John",JR-3,SUNY Delhi,4:08.17,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
5,"Hartman, Zach",SR-4,Husson,4:13.48,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
6,"Dufort, Covy",JR-3,Maine-Farmington,4:14.48,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
7,"Ramos, Jacob",FR-1,Husson,4:20.69,AIC Yellowjacket Invitational,"Apr 1, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
8,"Goodwin, Nathan",FR-1,SUNY Delhi,4:22.74,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
9,"Bliss, Luke",JR-3,Maine-Farmington,"4:22.79
(1)",SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
10,"Castaldo, Justin",JR-3,Maine-Farmington,4:24.51,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Men
1,"Wolcott, Alexa",FR-1,SUNY Delhi,5:09.46,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
2,"Dunton, Miranda",SO-2,Husson,5:16.68,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
3,"Wentworth, Charlotte",SO-2,Maine-Farmington,5:16.75,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
4,"Osborne, Katelyn",SO-2,Maine-Presque Isle,5:17.45,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
5,"Nangle, Hannah",SO-2,Lesley,5:27.23,Tufts Snowflake Classic,"Apr 1, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
6,"Swyers	, Jenna",FR-1,SUNY Cobleskill,5:31.25,Cortland Red Dragon Open,"Apr 8, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
7,"Ledermann , Kathrine",JR-3,SUNY Cobleskill,5:31.29,Cortland Red Dragon Open,"Apr 8, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
8,"Lyons, Mary",SR-4,SUNY Delhi,5:31.68,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
9,"Bedore, Grace",FR-1,Husson,5:34.10,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
10,"Poteet, Eve",FR-1,Maine-Farmington,5:35.72,Monks Track & Field,"Apr 14, 2023",NaN,1500 Meters,North Atlantic Conference Outdoor Performance List,Women
1,"Amenta, John",JR-3,SUNY Delhi,15:24.95,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
2,"Dufort, Covy",JR-3,Maine-Farmington,15:36.82,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
3,"Hartman, Zach",SR-4,Husson,15:50.51,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
4,"Logan, Nick",JR-3,SUNY Cobleskill,15:54.20,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
5,"Hileman, David",SO-2,Husson,16:25.77,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
6,"Goodwin, Nathan",FR-1,SUNY Delhi,16:26.34,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
7,"Bliss, Luke",JR-3,Maine-Farmington,16:30.93,Monks Track & Field,"Apr 14, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
8,"Recore, Nik",FR-1,SUNY Cobleskill,17:05.53,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
9,"Grierson, Stephen",SO-2,Maine-Presque Isle,17:29.54,BSU Invite,"Mar 25, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
10,"Stone, Jeremy",SO-2,Husson,18:25.96,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Men
1,"Wolcott, Alexa",FR-1,SUNY Delhi,19:19.17,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
2,"Dowling, Ava",SO-2,Husson,19:26.60,Monks Track & Field,"Apr 14, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
3,"Lombardi, Marissa",JR-3,SUNY Delhi,20:46.81,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
4,"Dunton, Miranda",SO-2,Husson,20:48.19,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
5,"Poteet, Eve",FR-1,Maine-Farmington,21:40.54,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
6,"Jackson, Isabelle",SR-4,Husson,22:51.86,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
7,"Eaton, Emily",SR-4,Maine-Farmington,23:52.41,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
8,"Abbott, Emma",SO-2,Husson,24:30.96,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
9,"Lingar, Sophia",JR-3,Thomas College,24:53.40,Monks Track & Field,"Apr 14, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
10,"Michaud, Olivia",SO-2,Husson,25:15.11,Monks Track & Field,"Apr 14, 2023",NaN,5000 Meters,North Atlantic Conference Outdoor Performance List,Women
1,"Amenta, John",JR-3,SUNY Delhi,33:23.94,Bison Outdoor Classic,"Apr 14, 2023",NaN,"10,000 Meters",North Atlantic Conference Outdoor Performance List,Men
2,"Hileman, David",SO-2,Husson,33:59.34,AIC Yellowjacket Invitational,"Apr 1, 2023",NaN,"10,000 Meters",North Atlantic Conference Outdoor Performance List,Men
1,"Lombardi, Marissa",JR-3,SUNY Delhi,42:09.00,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,"10,000 Meters",North Atlantic Conference Outdoor Performance List,Women
2,"Wolcott, Alexa",FR-1,SUNY Delhi,42:18.58,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,"10,000 Meters",North Atlantic Conference Outdoor Performance List,Women
3,"Winslow, Amanda",SO-2,Thomas College,50:13.75,Monks Track & Field,"Apr 14, 2023",NaN,"10,000 Meters",North Atlantic Conference Outdoor Performance List,Women
1,"Johnson, Erica",FR-1,Maine-Farmington,16.24,SNHU Spring Twilight Invitational,"Mar 31, 2023",-0.1,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
2,"Whitten, Willow",JR-3,Husson,17.02,Springfield College Classic,"Apr 8, 2023",0.3,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
2,"Shannon, Lexy",FR-1,Thomas College,17.02,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",0.7,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
4,"Swyers, Lilly",FR-1,SUNY Cobleskill,17.16,Cortland Upstate Alternative,"Apr 15, 2023",1.1,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
5,"Cotoni, Angelina",FR-1,Husson,17.34,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",2.3,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
6,"Freeman, Alexis",FR-1,Husson,17.64,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",0.7,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
7,"Garvey, Norah",JR-3,Husson,17.78,Springfield College Classic,"Apr 8, 2023",-0.1,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
8,"Perry, Niamiah",FR-1,Husson,17.93,Monks Track & Field,"Apr 14, 2023",-1.7,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
9,"Watkins, Tori",FR-1,Thomas College,17.99,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",2.3,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
10,"Girard, Hayleigh",SO-2,SUNY Cobleskill,18.15,Cortland Red Dragon Open,"Apr 8, 2023",+0.0,100 Hurdles,North Atlantic Conference Outdoor Performance List,Women
1,"Condon, Morgan",SR-4,SUNY Delhi,15.81,Bison Outdoor Classic,"Apr 14, 2023",-0.3,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
2,"Cusmano, Kameron",FR-1,SUNY Cobleskill,16.22,Cortland Upstate Alternative,"Apr 15, 2023",3.2,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
3,"Ciufo, Joey",JR-3,SUNY Delhi,16.39,Cortland Upstate Alternative,"Apr 15, 2023",3.2,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
4,"Feeney, Phillip",SR-4,Husson,17.25,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",1.0,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
5,"Pelletier, Kyle",FR-1,Thomas College,17.26,Monks Track & Field,"Apr 14, 2023",-2.5,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
6,"Adow, Yussuf",SR-4,Maine-Farmington,17.52,Monks Track & Field,"Apr 14, 2023",-2.5,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
7,"Zapata, Christian",SO-2,Husson,18.21,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",1.5,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
8,"Gingras, Tom",FR-1,Maine-Farmington,19.15,SNHU Spring Twilight Invitational,"Mar 31, 2023",0.6,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
9,"Gadwah, Miles",FR-1,Thomas College,19.73,Monks Track & Field,"Apr 14, 2023",1.1,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
10,"Brooke, Jordan",JR-3,Thomas College,21.59,Monks Track & Field,"Apr 14, 2023",1.1,110 Hurdles,North Atlantic Conference Outdoor Performance List,Men
1,"Condon, Morgan",SR-4,SUNY Delhi,56.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
2,"Cahill, Maddox",FR-1,Thomas College,58.19,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
3,"Foote, Charles",FR-1,SUNY Cobleskill,1:00.08,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
4,"Feeney, Phillip",SR-4,Husson,1:01.06,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
5,"Hart, Josh",SR-4,Husson,1:02.01,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
6,"Adow, Yussuf",SR-4,Maine-Farmington,1:02.53,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
7,"Zapata, Christian",SO-2,Husson,1:03.47,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
8,"Gingras, Tom",FR-1,Maine-Farmington,1:04.61,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
9,"Mullins, Isaac",JR-3,Thomas College,1:05.46,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
10,"Kennedy, Parker",JR-3,Thomas College,1:08.81,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Men
1,"Whitten, Willow",JR-3,Husson,1:08.30,Springfield College Classic,"Apr 8, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Women
2,"Albraihi, Zainab",FR-1,Thomas College,1:12.98,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Women
