Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
7,"Mallett, Bailee",SO-2,Thomas College,28.94m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
8,"Sottak, Molly",SO-2,Thomas College,28.87m,Monks Track & Field,"Apr 14, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
9,"DiSanto, Mary",SO-2,Thomas College,27.58m,Monks Track & Field,"Apr 14, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
10,"Reynolds, Katelynn",FR-1,Husson,25.30m,Springfield College Classic,"Apr 8, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
1,"Plamondon, Nick",FR-1,Thomas College,48.90m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
2,"Goodwin, Trey",FR-1,Husson,42.11m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
3,"Harvey, Jack",SO-2,Thomas College,41.74m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
4,"McAtee, Xavier",FR-1,Maine-Presque Isle,41.41m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
5,"Bay, Hayden",FR-1,Maine-Presque Isle,38.32m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
6,"Feeney, Phillip",SR-4,Husson,37.42m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
7,"Reed, Nyden",SO-2,Maine-Presque Isle,36.44m,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
8,"Tuulima, Joseph",SO-2,Maine-Presque Isle,35.51m,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
9,"Nader, Steven",JR-3,Maine-Presque Isle,35.48m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
10,"Vigue, Justin",SR-4,Maine-Farmington,34.93m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Men
1,"Reny, Julia",SO-2,Thomas College,36.47m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
2,"McLaughlin, Monica",FR-1,Maine-Presque Isle,35.48m,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
3,"Messina, Kitty",SO-2,SUNY Delhi,32.32m,Cortland Upstate Alternative,"Apr 15, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
4,"Carney, Jessica",FR-1,SUNY Cobleskill,29.50m,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
5,"Cole, Alyssa",FR-1,SUNY Delhi,26.49m,Cortland Upstate Alternative,"Apr 15, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
6,"Fletcher, Megan",FR-1,Husson,24.71m,Springfield College Classic,"Apr 8, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
7,"Sprague, Kailee",JR-3,Maine-Presque Isle,23.62m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
8,"Barkley , Lacie",FR-1,NVU-Johnson,23.49m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
9,"Minott, Abby",SR-4,Maine-Farmington,23.38m,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
10,"Morton, Samantha",JR-3,Maine-Presque Isle,23.08m,Monks Track & Field,"Apr 14, 2023",NaN,Javelin,North Atlantic Conference Outdoor Performance List,Women
1,"Watkins, Tori",FR-1,Thomas College,2565,Monks Track & Field,"Apr 14, 2023",NaN,Heptathlon,North Atlantic Conference Outdoor Performance List,Women
2,"Harrington, Josie",FR-1,Thomas College,2378,Monks Track & Field,"Apr 14, 2023",NaN,Heptathlon,North Atlantic Conference Outdoor Performance List,Women
1,"Brooke, Jordan",JR-3,Thomas College,3568,Monks Track & Field,"Apr 14, 2023",NaN,Decathlon,North Atlantic Conference Outdoor Performance List,Men
2,"Gadwah, Miles",FR-1,Thomas College,3235,Monks Track & Field,"Apr 14, 2023",NaN,Decathlon,North Atlantic Conference Outdoor Performance List,Men
