Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
72,"Kerrigan , Jessica",JR-3,Mount Saint Mary,8.93m,RPI Under the Lights Invite 2023,"Apr 14, 2023",-0.2,Triple Jump,ECAC DIII Outdoor Performance List,Women
73,"Essey, Ryann",FR-1,Westminster (Pa.),8.92m,Grove City College Mini Invita,"Apr 5, 2023",+0.0,Triple Jump,ECAC DIII Outdoor Performance List,Women
74,"Orwa, Ayayo",FR-1,Hunter,8.87m,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0,Triple Jump,ECAC DIII Outdoor Performance List,Women
75,"Masayda, Catherine",JR-3,Mount Saint Mary,8.85m,RPI Under the Lights Invite 2023,"Apr 14, 2023",0.2,Triple Jump,ECAC DIII Outdoor Performance List,Women
1,"Littlefield, Alden",SR-4,Widener,16.38m,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
2,"O'Malley, Bailey",SR-4,Carnegie Mellon,16.23m,Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
3,"Gustafson, Nick",JR-3,Grove City,15.99m,Grove City College Mini Invita,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
4,"Williams, Nathan",JR-3,Stevenson,15.96m,York College Twilight Meet,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
5,"Logan, Hunter",JR-3,Utica,15.86m,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
6,"Kristeller, Alex",SO-2,Widener,15.17m,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
7,"Donlan, Trent",JR,Lebanon Valley,15.15m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
8,"Lenhart, Ryan",SO-2,Grove City,14.95m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
9,"Cotton, Alex",FR-1,PSU-Behrend,14.92m,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
10,"Alligood, Samuel",FR-1,Carnegie Mellon,14.42m,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
11,"Smith, Luis",SR-4,Salisbury,14.31m,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
12,"Waters, David",SO-2,Widener,14.22m,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
13,"Jaworski, Zachary",SO-2,St. Lawrence,14.20m,Bison Outdoor Classic,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
13,"Christie, Tanner",FR-1,Ramapo,14.20m,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
15,"Crocker, Jason",FR-1,Alfred,14.11m,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
16,"Fisher, William",SO-2,Lebanon Valley,14.03m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
17,"Brunner, Chett",SO-2,McDaniel,13.97m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
18,"Ferency, Elek",SR-4,Muhlenberg,13.94m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
19,"Mays III, Billie",SO-2,Utica,13.89m,Jerry Gravel Classic,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
20,"Perlino, Dylan",SR-4,Alfred State,13.85m,Brockport Multi & Invitational,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
21,"Cocca, Jamie",SR-4,Springfield,13.80m,AIC Yellowjacket Invitational,"Apr 1, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
22,"Phillips, Thayer",SO,Juniata,13.79m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
23,"Bhullar, Angad",JR-3,PSU-Harrisburg,13.68m,40th Millersville Metrics,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
24,"Breidenbach, Cody",SO-2,Carnegie Mellon,13.66m,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
25,"Reynolds, Trey",JR-3,Lebanon Valley,13.64m,40th Millersville Metrics,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
26,"McCoy, Saul",FR,Alfred,13.61m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
27,"Teresi, Joseph",SO-2,FDU-Florham,13.51m,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
28,"Swavely, Justin",SO-2,Utica,13.44m,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
29,"Powel, Michael",FR-1,Muhlenberg,13.41m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
30,"Rohl, Max",SO-2,PSU-Behrend,13.34m,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
31,"Black, JD",JR-3,Grove City,13.28m,Grove City College Mini Invita,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
32,"Wilks, Jahvirye",SR-4,Farmingdale St.,13.27m,Osprey Open and Multi,"Apr 7, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
33,"Adams, Justin",JR-3,Widener,13.26m,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
34,"Hartung, Zach",FR-1,Ramapo,13.24m,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
35,"Linhart, Hunter",SR-4,Westminster (Pa.),13.21m,Grove City College Mini Invita,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
36,"Faraone, Antonio",FR-1,PSU-Behrend,13.16m,Dave Labor Invitational,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
37,"Parenti, James",SR-4,Grove City,13.10m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
38,"Fields, Nathan",SO-2,USMMA,13.04m,CGA Spring Invite,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
39,"Jusino, Christian",SR-4,Albright,13.03m,York College Twilight Meet,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
39,"Frohnen, Auggie",JR-3,St. Vincent (Pa.),13.03m,Bethany Invitational,"Mar 25, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
41,"Albano, Billy",JR-3,Springfield,13.02m,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
42,"Olson, James",SO-2,Alfred State,12.97m,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
43,"Paul, Ian",SO-2,Lebanon Valley,12.89m,40th Millersville Metrics,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
44,"Foore, Dalton",SO-2,Grove City,12.84m,Bethany Invitational,"Mar 25, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
45,"McNeil, Michael",SO-2,Utica,12.82m,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
46,"DeKing, Cole",SO-2,Utica,12.78m,Jerry Gravel Classic,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
47,"Maruca, Kyle",JR-3,Keene State,12.77m,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
48,"DeMagistris, Dylan",JR-3,Muhlenberg,12.75m,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
49,"Hetrick, Wyatt",FR-1,Lebanon Valley,12.73m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
50,"Peirce, Cam",SO-2,Brandeis,12.71m,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
51,"Miller, Dustin",SR-4,Hood,12.70m,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
52,"Santonocito, Marc",SR-4,NYU,12.47m,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
53,"Sheely, Aiden",SR-4,Waynesburg,12.37m,Stan Romanoski Open,"Mar 17, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
54,"Rich, Thomas",JR-3,Carnegie Mellon,12.32m,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
55,"Salerno, Steve",JR,Lebanon Valley,12.28m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
56,"Mickens, Tim",JR-3,Bethany (W.V.),12.26m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
57,"White, Justin",FR-1,Vassar,12.22m,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
58,"Bowens, Tito",SO-2,St. Lawrence,12.21m,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
59,"Bush, Romello",SO-2,Bethany (W.V.),12.20m,Bethany Invitational,"Mar 25, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
59,"Kalinich, Will",SO-2,Marywood,12.20m,2023 Jim Taylor Invite,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
61,"Scott, Jason",FR,Alvernia,12.15m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
62,"Brown, Brayden",FR-1,Misericordia,12.10m,Misericordia Twilight 2023,"Apr 4, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
63,"Hillard, Garrett",SO-2,Waynesburg,12.09m,Dave Labor Invitational,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
64,"Forrest, Jacob",FR-1,Westminster (Pa.),12.08m,Westminster Invitational 2023,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
65,"Breeze, Mason",FR-1,Salisbury,12.02m,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
66,"Reitz, Nicholas",SR,Alfred,12.01m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
67,"Deyak, Nathaniel",SO-2,Carnegie Mellon,12.00m,Westminster Invitational 2023,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
68,"Acolitse, Comlan",JR-3,PSU-Harrisburg,11.99m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
68,"Mercedes, Samuel",SR-4,Marymount (Va.),11.99m,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
70,"Wasiuta, Marcin",FR-1,Farmingdale St.,11.94m,Coach O Invitational,"Apr 2, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
71,"Chinn, Nick",SR-4,DeSales,11.91m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
72,"Sabo, Alex",SO-2,Lebanon Valley,11.90m,40th Millersville Metrics,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
73,"Travers, Hayden",FR-1,PSU-Behrend,11.89m,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
74,"McCauley, JJ",FR-1,Salisbury,11.88m,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
74,"Blasi, Garrett",JR-3,Salisbury,11.88m,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Men
1,"Shiderly, Lexi",SO-2,Westminster (Pa.),13.13m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
2,"Fahy, Jane",SR-4,Utica,12.94m,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
3,"Carr, Christa",SR-4,Springfield,12.77m,Springfield College Classic,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
4,"Parks, Shannon",SR-4,Keene State,12.75m,Penmen Relays,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
5,"Karnish, Brenna",SR-4,Misericordia,12.72m,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
6,"Page, Rosalyn",SO-2,Marywood,12.45m,Misericordia Twilight 2023,"Apr 4, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
7,"Monahan, Kathleen",SO-2,Carnegie Mellon,12.44m,Washington & Lee Carnival,"Mar 17, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
8,"Davis, Midajah",SO-2,Gallaudet,12.32m,Gallaudet VS Bowie State,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
9,"Healy, Samantha",SR-4,Marymount (Va.),12.05m,Bison Outdoor Classic,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
10,"Agbemble, Kyrah",FR-1,Stevenson,11.94m,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
11,"Neff, Kelsey",JR-3,Johns Hopkins,11.75m,2023 Towson Spring Open,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
12,"Palmer, Madison",JR-3,Alfred,11.63m,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
13,"Taylor, Katelynn",SO-2,Springfield,11.48m,Springfield College Classic,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
13,"Philson, Makenna",FR-1,Bethany (W.V.),11.48m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
15,"Gingras, Mackenzie",SO-2,Springfield,11.29m,Springfield College Classic,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
16,"Sipling, Kristen",FR,Alvernia,11.23m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
17,"Symonette, Taylor",SO-2,Carnegie Mellon,11.20m,Westminster Invitational 2023,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
18,"Soleau, Savannah",FR-1,Keene State,11.15m,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
19,"Rambo, Shelby",FR-1,Westminster (Pa.),11.10m,Grove City College Mini Invita,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
20,"Marini, Alexis",JR-3,Rutgers-Camden,11.09m,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
21,"McKellar, Molly Lu",FR-1,Keene State,11.01m,UMASS Multi Meet,"Apr 12, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
22,"Dolce, Rebecca",JR-3,Waynesburg,11.00m,Dave Labor Invitational,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
23,"Thorngate, Cynthia",SO,Albright,10.96m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
23,"Sampson, Jade",FR-1,Ramapo,10.96m,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
25,"Assante, Lauren",SO-2,Lebanon Valley,10.93m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
26,"Reed, Caroline",JR-3,Lebanon Valley,10.91m,York College Twilight Meet,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
27,"Noel, Jada",SR-4,Marymount (Va.),10.88m,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
28,"Owodunni, Ola",SR-4,Carnegie Mellon,10.85m,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
29,"Massey, Paige",FR-1,PSU-Behrend,10.84m,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
30,"Brady, Rachel",FR-1,Westminster (Pa.),10.82m,Grove City College Mini Invita,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
31,"Barre, Elizabeth",SR-4,Carnegie Mellon,10.80m,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
32,"Ezumba, Erika",FR-1,Johns Hopkins,10.78m,2023 Towson Spring Open,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
33,"Mahaffey, Alexis",SO-2,Bethany (W.V.),10.77m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
34,"Sudar, Danika",SO-2,Grove City,10.76m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
35,"Wise, Megan",FR-1,Grove City,10.73m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
36,"Graves, Duanena",FR-1,Utica,10.69m,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
37,"Jaworski, Chloe",JR-3,Westminster (Pa.),10.68m,Westminster Invitational 2023,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
38,"Williams, Phoebe",FR-1,Johns Hopkins,10.64m,2023 Towson Spring Open,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
39,"Sayles, Anna Rose",SR-4,Grove City,10.59m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
39,"Orndorf, Kylie",SR,Juniata,10.59m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
41,"Taggart, Emma",JR-3,Alfred State,10.57m,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
41,"Uvieghara, Michelle",SO-2,NYU,10.57m,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
43,"Betz, Alyssa",SO-2,Lebanon Valley,10.49m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
44,"Vaughns, Makayla",SR-4,Stevenson,10.48m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
44,"Remias, Faith",JR-3,Rutgers-Newark,10.48m,2023 TCNJ Invitational,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
46,"Katzenberger, Jessica",JR,Lebanon Valley,10.43m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
47,"Henderson, Katherine",SR-4,Waynesburg,10.41m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
48,"Russell, Emily",SR-4,Farmingdale St.,10.40m,The Big Hurt,"Apr 1, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
49,"Schouppe, Kelsee",SR-4,Cedar Crest,10.39m,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
50,"Roth, Sarah",FR-1,Goucher,10.38m,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
51,"Grunin, Emma",FR-1,NYU,10.32m,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
52,"Bussey, Meghan",FR-1,Lebanon Valley,10.31m,York College Twilight Meet,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
52,"Kadiri, Victoria",SO-2,Johns Hopkins,10.31m,Bison Outdoor Classic,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
52,"Vezzosi, Emma",SR-4,Grove City,10.31m,Grove City College Mini Invita,"Apr 5, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
55,"Loughney, McKenna",SO,Lebanon Valley,10.24m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
56,"Bailey, Ranasia",FR-1,Utica,10.19m,Jerry Gravel Classic,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
57,"Cotton, Paige",JR-3,Grove City,10.16m,Tomcat Invitational,"Apr 15, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
58,"Wynder, Shayla",SR-4,Marymount (Va.),10.15m,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
58,"Gould, Lily",SR-4,Springfield,10.15m,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
60,"Reedy, Cierra",SO-2,Albright,10.11m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
61,"Coolidge, Emma",FR-1,Juniata,10.09m,40th Millersville Metrics,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
61,"Ion, Ana",SO-2,Alfred,10.09m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
63,"Warner, Serena",SO-2,CCNY,10.02m,Osprey Open and Multi,"Apr 7, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
64,"Thomas, Alexis",SO,Lebanon Valley,10.00m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
65,"wright, mikayla",JR-3,PSU-Harrisburg,9.97m,2023 Jim Taylor Invite,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
66,"Hume, Nicole",SO-2,Alfred State,9.95m,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
67,"Rountree, Kayla",SO-2,Carnegie Mellon,9.92m,Washington & Lee Carnival,"Mar 17, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
67,"Ferrazzano, Alessandra",FR-1,Bethany (W.V.),9.92m,Bethany Invitational,"Mar 25, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
69,"Curry, Katelyn",FR-1,Alfred State,9.83m,Brockport Multi & Invitational,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
69,"Pirollo, Susanna",SO,Alvernia,9.83m,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
71,"Schafer, Alyssa",JR-3,Grove City,9.82m,Dave Labor Invitational,"Mar 31, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
72,"Miller, Lila",FR-1,Vassar,9.81m,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
73,"Boswell, Emily",SO-2,St. Lawrence,9.80m,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
74,"Martindale, Brooke",FR-1,St. Lawrence,9.73m,Saints Ice Broken Open,"Apr 1, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
74,"Zechman, Taileen",JR-3,Hood,9.73m,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,Shot Put,ECAC DIII Outdoor Performance List,Women
1,"Dabrowski, Dan",SO-2,PSU-Behrend,51.13m,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
2,"Perlino, Dylan",SR-4,Alfred State,50.88m,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
3,"Williams, Nathan",JR-3,Stevenson,48.67m,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
4,"Miller, Bram",SR-4,Carnegie Mellon,47.45m,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
5,"Kelsch, Logan",FR-1,Salisbury,45.86m,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
6,"Parenti, James",SR-4,Grove City,44.71m,Grove City College Mini Invita,"Apr 5, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
7,"Kelly, Antwan",JR-3,Utica,44.52m,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
8,"Maruca, Kyle",JR-3,Keene State,44.10m,2023 UMass-Lowell Invitational,"Mar 24, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
9,"Breeze, Mason",FR-1,Salisbury,43.92m,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
10,"DeMagistris, Dylan",JR-3,Muhlenberg,43.87m,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
11,"Ware, Jared",SO-2,Widener,43.58m,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,Discus,ECAC DIII Outdoor Performance List,Men
