Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
17,"Taylor-Browing, Colby",SO-2,Albion,11.40,UNCW Seahawk Invitational,"Mar 3, 2023",2.1,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
18,"Jonas, Ryan",FR-1,Albion,11.41,Gibson Invitational & Multis,"Apr 13, 2023",1.6,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
19,"Straske, Evan",SO-2,Trine,11.42,Indiana DIII Track and Field Meet,"Apr 15, 2023",0.9,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
20,"Maxima, Jordan",FR-1,Alma,11.47,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",0.4,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
21,"Ellis, Caleb",SR-4,Adrian,11.52,Jack Shaw Invitational,"Apr 7, 2023",0.2,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
22,"Heckathorn, Devon",FR-1,Calvin,11.55,Don Kleinow Memorial Invitational,"Apr 14, 2023",0.4,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
23,"Wehrly, Henry",SO-2,Albion,11.68,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",0.4,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
24,"Zollinger, Patrick",SO-2,Trine,11.72,Spartan Invite,"Mar 31, 2023",2.2,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
25,"Peterson, Silas",JR-3,Hope,11.74,Indiana Tech Good Friday meet,"Apr 7, 2023",1.2,100 Meters,Michigan Intercollegiate Outdoor Performance List,Men
1,"Schermerhorn, Sara",FR-1,Hope,12.17,Emory Spring Break Classic 2023,"Mar 17, 2023",1.4,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
2,"Campbell, Avery",JR-3,Albion,12.27,Gibson Invitational & Multis,"Apr 13, 2023",1.3,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
3,"Miller, Mackenzie",SO-2,Trine,12.44,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.8,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
4,"Behrens, Grace",SR-4,Hope,12.69,Don McGarey Invitational,"Mar 24, 2023",1.8,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
5,"Machino, Kaleigh",SO-2,Trine,12.83,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.9,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
6,"Dodge, Helen",SR-4,Hope,12.85,Emory Spring Break Classic 2023,"Mar 17, 2023",2.9,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
7,"Iheme, Onyinyechi",SO-2,Calvin,12.97,Wash U Invite,"Mar 31, 2023",2.6,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
8,"Ricks, Malena",JR-3,Trine,12.98,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.8,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
9,"Schmidt, Ava",FR-1,Hope,13.10,Don McGarey Invitational,"Mar 24, 2023",2.5,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
10,"McDowell, Lauren",SR-4,Albion,13.17,Gibson Invitational & Multis,"Apr 13, 2023",2.3,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
11,"Wood, Mallory",SO-2,Trine,13.20,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.9,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
12,"Forker, Emma",FR-1,Trine,13.26,Emory Thrills in the Hills 2023,"Mar 24, 2023",0.5,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
13,"Scott, Mya",SO-2,Alma,13.36,Don Kleinow Memorial Invitational,"Apr 14, 2023",1.0,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
14,"Small, Aniyah",FR-1,Trine,13.40,Spartan Invite,"Mar 31, 2023",2.0,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
15,"Schuring, Peyton",SO-2,Trine,13.59,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.9,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
16,"Johnson, Natalia",FR-1,Olivet,13.60,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",0.7,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
17,"Mathews, Amanda",SO-2,Adrian,13.75,Jack Shaw Invitational,"Apr 7, 2023",0.6,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
18,"Salazar, Isabelle",FR-1,Adrian,13.76,Jack Shaw Invitational,"Apr 7, 2023",0.6,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
19,"Mougrabi, Rylea",SO-2,Adrian,13.77,Jack Shaw Invitational,"Apr 7, 2023",1.0,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
20,"Kornoelje, Sadie",SO-2,Calvin,13.87,Don Kleinow Memorial Invitational,"Apr 14, 2023",1.9,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
21,"Batten, Allison",FR-1,Trine,13.99,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.3,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
22,"Perna, Lonna",FR-1,Hope,14.03,Wheaton Invitational 2023,"Apr 14, 2023",2.7,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
23,"Paeth, Alayna",FR-1,Adrian,14.24,Jack Shaw Invitational,"Apr 7, 2023",1.0,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
24,"Askins, Colette",JR-3,Albion,14.34,UNCW Seahawk Invitational,"Mar 3, 2023",1.8,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
25,"Peterson, Emily",FR-1,Adrian,14.37,Jack Shaw Invitational,"Apr 7, 2023",0.6,100 Meters,Michigan Intercollegiate Outdoor Performance List,Women
1,"Brown, Jordon",JR-3,Olivet,21.63,Don Kleinow Memorial Invitational,"Apr 14, 2023",0.1,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
2,"Gordon Jr., Armund",JR-3,Albion,22.06,Gibson Invitational & Multis,"Apr 13, 2023",2.4,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
3,"Danitz, Liam",FR-1,Hope,22.09,Indiana Tech Good Friday meet,"Apr 7, 2023",0.7,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
4,"Rice, Devin",FR-1,Alma,22.21,Bill Bippes Cougar Classic - 2nd Annual,"Mar 31, 2023",1.9,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
5,"Chapman, DaMario",SO-2,Albion,22.31,Gibson Invitational & Multis,"Apr 13, 2023",3.6,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
6,"Spohn, Greysen",JR-3,Trine,22.45,Indiana Tech Good Friday meet,"Apr 7, 2023",0.7,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
7,"Davis, Will",SO-2,Albion,22.46,Gibson Invitational & Multis,"Apr 13, 2023",2.8,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
8,"Pike, Aaron",SO-2,Trine,22.64,Indiana Tech Good Friday meet,"Apr 7, 2023",0.7,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
9,"Williams, Ben",SR-4,Trine,22.66,Spartan Invite,"Mar 31, 2023",NWI,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
10,"Puczkowski, Ronnie",JR-3,Albion,22.84,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",-0.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
11,"VanderWoude, Koby",FR-1,Calvin,22.86,Jack Shaw Invitational,"Apr 7, 2023",1.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
12,"Lubberts, Connor",FR-1,Calvin,22.87,Don Kleinow Memorial Invitational,"Apr 14, 2023",0.4,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
13,"Daniels, Alexander",SO-2,Hope,22.88,Wheaton Invitational 2023,"Apr 14, 2023",2.0,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
14,"Selby, Evan",SR-4,Trine,22.89,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.8,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
14,"McNiff, David",SO-2,Hope,22.89,Wheaton Invitational 2023,"Apr 14, 2023",1.1,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
16,"Grindle, Jordan",JR-3,Trine,22.90,Emory Thrills in the Hills 2023,"Mar 24, 2023",1.4,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
17,"Miller, Charles",JR-3,Olivet,22.97,Don Kleinow Memorial Invitational,"Apr 14, 2023",+0.0,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
18,"Marsh, Wyatt",FR-1,Hope,23.00,Wheaton Invitational 2023,"Apr 14, 2023",1.1,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
19,"Cousino, Asher",SO-2,Adrian,23.02,Don Kleinow Memorial Invitational,"Apr 14, 2023",0.1,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
20,"Straske, Evan",SO-2,Trine,23.08,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.8,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
21,"Thonn, Will",SR-4,Trine,23.22,Indiana Tech Good Friday meet,"Apr 7, 2023",0.7,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
22,"Jonas, Ryan",FR-1,Albion,23.23,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",-0.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
23,"Reyes, Micah",SO-2,Calvin,23.27,Jack Shaw Invitational,"Apr 7, 2023",2.0,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
24,"Newman, Kameron",SO-2,Olivet,23.30,Margaret Simmons Invite 23,"Mar 24, 2023",+0.0,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
25,"Holloway, Chandler",SR-4,Alma,23.42,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",-0.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Men
1,"Schermerhorn, Sara",FR-1,Hope,24.81,Indiana Tech Good Friday meet,"Apr 7, 2023",0.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
2,"Campbell, Avery",JR-3,Albion,25.11,Gibson Invitational & Multis,"Apr 13, 2023",3.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
3,"Behrens, Grace",SR-4,Hope,25.80,Indiana Tech Good Friday meet,"Apr 7, 2023",0.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
4,"Bigham, Ericka",SR-4,Alma,25.91,Don Kleinow Memorial Invitational,"Apr 14, 2023",0.1,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
5,"Miller, Mackenzie",SO-2,Trine,26.10,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
6,"Dodge, Helen",SR-4,Hope,26.30,Wheaton Invitational 2023,"Apr 14, 2023",0.1,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
7,"Timperman, Julie",SR-4,Hope,26.48,Indiana Tech Good Friday meet,"Apr 7, 2023",1.5,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
8,"Edmond, Nayaisha",JR-3,Albion,26.66,Gibson Invitational & Multis,"Apr 13, 2023",3.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
9,"Machino, Kaleigh",SO-2,Trine,26.85,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
10,"Georges, Katie",SO-2,Calvin,26.93,Don Kleinow Memorial Invitational,"Apr 14, 2023",NWI,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
11,"Mericle, Brynn",FR-1,Trine,27.26,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.7,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
12,"Forker, Emma",FR-1,Trine,27.30,Spartan Invite,"Mar 31, 2023",NWI,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
13,"Kolka, Trinity",FR-1,Calvin,27.51,Don Kleinow Memorial Invitational,"Apr 14, 2023",NWI,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
14,"Tsiang, Hannah",FR-1,Hope,27.52,Indiana Tech Good Friday meet,"Apr 7, 2023",1.5,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
15,"Ricks, Malena",JR-3,Trine,27.66,Indiana Tech Good Friday meet,"Apr 7, 2023",-0.1,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
16,"Baker, Kristin",FR-1,Trine,27.67,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.7,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
17,"Raftis, Abigail",FR-1,Adrian,27.88,Jack Shaw Invitational,"Apr 7, 2023",2.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
18,"Salazar, Isabelle",FR-1,Adrian,27.89,Jack Shaw Invitational,"Apr 7, 2023",2.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
19,"Weiss, Aumrie",FR-1,Trine,27.90,Indiana DIII Track and Field Meet,"Apr 15, 2023",2.7,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
20,"Eldridge, London",JR-3,Olivet,28.02,Margaret Simmons Invite 23,"Mar 24, 2023",+0.0,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
21,"Mougrabi, Rylea",SO-2,Adrian,28.03,Don Kleinow Memorial Invitational,"Apr 14, 2023",0.3,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
22,"Small, Aniyah",FR-1,Trine,28.08,Spartan Invite,"Mar 31, 2023",NWI,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
23,"Wood, Mallory",SO-2,Trine,28.30,Indiana Tech Good Friday meet,"Apr 7, 2023",-0.1,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
24,"Bonanni, Elisabeth",FR-1,Hope,28.42,Wheaton Invitational 2023,"Apr 14, 2023",1.2,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
25,"Schmidt, Ava",FR-1,Hope,28.53,Indiana Tech Good Friday meet,"Apr 7, 2023",1.5,200 Meters,Michigan Intercollegiate Outdoor Performance List,Women
1,"VanderWoude, Koby",FR-1,Calvin,49.76,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
2,"Cox, Cullen",SR-4,Albion,50.14,Gibson Invitational & Multis,"Apr 13, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
3,"Jennings, Landon",JR-3,Alma,50.49,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
4,"Marsh, Wyatt",FR-1,Hope,50.53,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
5,"DeBoer, Corbin",SO-2,Calvin,50.54,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
6,"Skinner, Zach",FR-1,Adrian,50.60,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
7,"Woolum, Nathaniel",SR-4,Hope,50.69,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
8,"Cox, Cullen",SR-4,Albion,50.90,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
9,"McNiff, David",SO-2,Hope,50.98,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
10,"Lubberts, Connor",FR-1,Calvin,51.05,Jack Shaw Invitational,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
11,"Kvalevog, Weston",SR-4,Adrian,51.46,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
12,"Ennen, Joshua",SO-2,Hope,51.51,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
13,"McNeel, Ross",JR-3,Alma,51.77,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
14,"Pike, Aaron",SO-2,Trine,51.80,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
15,"Ellis, Caleb",SR-4,Adrian,51.84,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
16,"King, Chuckie",SO-2,Albion,51.95,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
17,"Smith, Ryan",JR-3,Trine,52.07,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
18,"Cousino, Asher",SO-2,Adrian,52.26,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
19,"Miller, Samuel",SO-2,Hope,52.56,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
20,"Hammond, Carter",SO-2,Calvin,52.65,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
21,"Graddick, Josiah",FR-1,Albion,52.75,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
22,"Kyle, Aidan",SO-2,Hope,53.01,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
23,"Andringa, Danny",FR-1,Calvin,53.13,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
24,"Johnson, Blane",JR-3,Trine,53.23,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
25,"Trudell, Josh",FR-1,Adrian,53.35,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Men
1,"Bigham, Ericka",SR-4,Alma,57.37,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
2,"Behrens, Grace",SR-4,Hope,58.20,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
3,"Campbell, Avery",JR-3,Albion,58.37,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
4,"Timperman, Julie",SR-4,Hope,1:00.53,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
5,"Sall, Delaney",SO-2,Calvin,1:00.83,Jack Shaw Invitational,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
6,"Connelly, Lily",SO-2,Olivet,1:01.16,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
7,"Georges, Katie",SO-2,Calvin,1:01.21,Jack Shaw Invitational,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
8,"Kolka, Trinity",FR-1,Calvin,1:01.47,Jack Shaw Invitational,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
9,"Eldridge, London",JR-3,Olivet,1:02.65,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
10,"Schermerhorn, Samantha",SR-4,Hope,1:03.11,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
11,"Tsiang, Hannah",FR-1,Hope,1:03.31,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
12,"Gotaas, Victoria",SO-2,Alma,1:03.36,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
13,"Baker, Kristin",FR-1,Trine,1:03.58,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
14,"Bonanni, Elisabeth",FR-1,Hope,1:03.60,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
15,"Jackson, Adrianne",FR-1,Trine,1:03.66,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
16,"Leahy, Catherine",FR-1,Hope,1:03.77,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
17,"Dunscombe, Olivia",FR-1,Adrian,1:03.89,Jack Shaw Invitational,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
18,"Raftis, Abigail",FR-1,Adrian,1:04.21,Jack Shaw Invitational,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
19,"Cozzens, Frances",FR-1,Hope,1:04.74,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
20,"Weiss, Aumrie",FR-1,Trine,1:05.00,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
21,"Rios, Anissa",SO-2,Trine,1:05.03,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
22,"Tepin, Tonya",JR-3,Olivet,1:05.36,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
23,"DenBleyker, Kirsten",SO-2,Calvin,1:05.78,Jack Shaw Invitational,"Apr 7, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
24,"Stevens, Allyson",JR-3,Olivet,1:05.92,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
25,"Hatton, Victoria",SO-2,Alma,1:07.85,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,400 Meters,Michigan Intercollegiate Outdoor Performance List,Women
1,"Meder, Elijah",JR-3,Hope,1:52.04,UW-Platteville Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
2,"Guidone, Lucas",SO-2,Hope,1:52.66,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
3,"Vachon, Connor",SO-2,Hope,1:54.78,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
4,"Hartleroad, Tyler",FR-1,Trine,1:55.59,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
5,"Germain, Hayden",JR-3,Olivet,1:55.64,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
6,"Nederveld, Thaine",SO-2,Calvin,1:56.12,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
7,"Nemecek, Philip",SO-2,Trine,1:56.53,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
8,"Kunzler, Erickson",FR-1,Hope,1:57.38,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
9,"Cole, Carston",FR-1,Hope,1:57.54,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
10,"VanderPloeg, Lucas",SO-2,Calvin,1:57.94,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
11,"Handley, Ethan",JR-3,Adrian,1:58.32,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
